4 5718
8 4330
12 4607
16 2532
20 1523
24 1460
28 640
32 701
36 279
40 161
44 184
48 116
52 175
56 211
60 117
64 127
68 68
72 48
76 60
80 25
84 22
88 15
92 14
96 25
100 21
104 10
108 9
112 7
116 6
120 3
124 3
128 2
132 1
136 1
140 1
144 2
148 0
152 1
156 0
160 1
164 0
168 0
172 0
176 0
180 0
184 1
188 0
192 0
196 0
200 1
